"","V1"
"53663",5
"53664",3
"53665",5
"53666",3
"53667",3
"53668",5
"53669",5
"53670",11
"53671",4
"53672",5
"53673",5
"53674",4
"53675",11
"53676",9
"53677",7
"53678",3
"53679",9
"53680",4
"53681",6
"53682",4
"53683",9
"53684",6
"53685",11
"53686",3
"53687",7
"53688",11
"53689",6
"53690",5
"53691",4
"53692",4
"53693",9
"53694",9
"53695",4
"53696",4
"53697",10
"53698",3
"53699",7
"53700",5
"53701",4
"53702",5
"53703",3
"53704",7
"53705",4
"53706",11
"53707",7
"53708",5
"53709",8
"53710",7
"53711",7
"53712",5
"53713",11
"53714",3
"53715",10
"53716",3
"53717",10
"53718",5
"53719",9
"53720",4
"53721",8
"53722",9
"53723",7
"53724",5
"53725",9
"53726",9
"53727",7
"53728",3
"53729",11
"53730",7
"53731",6
"53732",3
"53733",5
"53734",7
"53735",4
"53736",8
"53737",9
"53738",11
"53739",11
"53740",6
"53741",7
"53742",3
"53743",5
"53744",3
"53745",7
"53746",7
"53747",9
"53748",8
"53749",11
"53750",10
"53751",3
"53752",5
"53753",5
"53754",11
"53755",11
"53756",11
"53757",3
"53758",11
"53759",5
"53760",5
"53761",10
"53762",6
"53763",6
"53764",3
"53765",11
"53766",5
"53767",5
"53768",3
"53769",8
"53770",9
"53771",5
"53772",3
"53773",3
"53774",5
"53775",1
"53776",11
"53777",9
"53778",6
"53779",11
"53780",7
"53781",7
"53782",3
"53783",11
"53784",9
"53785",6
"53786",10
"53787",5
"53788",7
"53789",11
"53790",5
"53791",6
"53792",5
"53793",4
"53794",5
"53795",9
"53796",11
"53797",11
"53798",6
"53799",8
"53800",6
"53801",5
"53802",3
"53803",10
"53804",9
"53805",5
"53806",3
"53807",9
"53808",8
"53809",4
"53810",3
"53811",10
"53812",5
"53813",3
"53814",7
"53815",8
"53816",11
"53817",3
"53818",5
"53819",11
"53820",8
"53821",10
"53822",9
"53823",10
"53824",8
"53825",5
"53826",4
"53827",10
"53828",4
"53829",4
"53830",5
"53831",5
"53832",8
"53833",11
"53834",2
"53835",6
"53836",7
"53837",7
"53838",10
"53839",10
"53840",11
"53841",7
"53842",4
"53843",11
"53844",3
"53845",11
"53846",3
"53847",3
"53848",3
"53849",6
"53850",8
"53851",4
"53852",10
"53853",11
"53854",11
"53855",9
"53856",9
"53857",3
"53858",11
"53859",6
"53860",11
"53861",3
"53862",3
"53863",10
"53864",4
"53865",7
"53866",10
"53867",11
"53868",6
"53869",3
"53870",9
"53871",3
"53872",8
"53873",5
"53874",4
"53875",3
"53876",3
"53877",11
"53878",6
"53879",8
"53880",4
"53881",7
"53882",7
"53883",10
"53884",10
"53885",3
"53886",7
"53887",7
"53888",9
"53889",7
"53890",8
"53891",8
"53892",8
"53893",4
"53894",4
"53895",9
"53896",4
"53897",10
"53898",9
"53899",4
"53900",7
"53901",5
"53902",11
"53903",8
"53904",9
"53905",6
"53906",9
"53907",8
"53908",11
"53909",6
"53910",7
"53911",9
"53912",9
"53913",3
"53914",8
"53915",10
"53916",5
"53917",2
"53918",5
"53919",6
"53920",8
"53921",4
"53922",3
"53923",6
"53924",8
"53925",9
"53926",9
"53927",9
"53928",9
"53929",1
"53930",11
"53931",1
"53932",3
"53933",4
"53934",11
"53935",6
"53936",11
"53937",2
"53938",4
"53939",5
"53940",8
"53941",5
"53942",10
"53943",9
"53944",11
"53945",3
"53946",9
"53947",8
"53948",1
"53949",11
"53950",4
"53951",4
"53952",6
"53953",8
"53954",3
"53955",1
"53956",8
"53957",1
"53958",1
"53959",9
"53960",1
"53961",4
"53962",6
"53963",4
"53964",3
"53965",1
"53966",3
"53967",8
"53968",10
"53969",9
"53970",3
"53971",7
"53972",8
"53973",6
"53974",6
"53975",5
"53976",3
"53977",3
"53978",3
"53979",6
"53980",3
"53981",11
"53982",7
"53983",7
"53984",10
"53985",11
"53986",7
"53987",6
"53988",7
"53989",5
"53990",9
"53991",2
"53992",10
"53993",11
"53994",5
"53995",3
"53996",11
"53997",3
"53998",3
"53999",3
"54000",11
"54001",5
"54002",11
"54003",6
"54004",11
"54005",6
"54006",5
"54007",11
"54008",10
"54009",9
"54010",3
"54011",11
"54012",3
"54013",11
"54014",3
"54015",10
"54016",5
"54017",8
"54018",5
"54019",1
"54020",6
"54021",10
"54022",11
"54023",2
"54024",3
"54025",4
"54026",4
"54027",4
"54028",3
"54029",11
"54030",4
"54031",4
"54032",11
"54033",3
"54034",1
"54035",8
"54036",11
"54037",3
"54038",4
"54039",4
"54040",4
"54041",9
"54042",4
"54043",4
"54044",4
"54045",1
"54046",1
"54047",1
"54048",3
"54049",1
"54050",1
"54051",8
"54052",4
"54053",1
"54054",8
"54055",4
"54056",1
"54057",8
"54058",11
"54059",11
"54060",4
"54061",1
"54062",3
"54063",5
"54064",1
"54065",4
"54066",4
"54067",3
"54068",6
"54069",4
"54070",11
"54071",5
"54072",5
"54073",11
"54074",4
"54075",1
"54076",4
"54077",4
"54078",1
"54079",4
"54080",1
"54081",3
"54082",4
"54083",3
"54084",4
"54085",1
"54086",4
"54087",4
"54088",4
"54089",8
"54090",3
"54091",3
"54092",8
"54093",1
"54094",1
"54095",7
"54096",4
"54097",4
"54098",3
"54099",4
"54100",9
"54101",1
"54102",4
"54103",4
"54104",8
"54105",3
"54106",3
"54107",3
"54108",3
"54109",5
"54110",6
"54111",7
"54112",6
"54113",3
"54114",9
"54115",6
"54116",10
"54117",3
"54118",4
"54119",8
"54120",8
"54121",6
"54122",7
"54123",11
"54124",7
"54125",6
"54126",5
"54127",3
"54128",6
"54129",1
"54130",6
"54131",11
"54132",6
"54133",6
"54134",10
"54135",6
"54136",6
"54137",1
"54138",7
"54139",6
"54140",3
"54141",6
"54142",6
"54143",4
"54144",6
"54145",9
"54146",7
"54147",7
"54148",7
"54149",6
"54150",7
"54151",6
"54152",7
"54153",7
"54154",7
"54155",7
"54156",7
"54157",7
"54158",7
"54159",6
"54160",7
"54161",7
"54162",7
"54163",6
"54164",7
"54165",7
"54166",6
"54167",7
"54168",2
"54169",7
"54170",7
"54171",7
"54172",7
"54173",6
"54174",7
"54175",7
"54176",10
"54177",7
"54178",7
"54179",7
"54180",7
"54181",7
"54182",7
"54183",7
"54184",7
"54185",7
"54186",3
"54187",10
"54188",7
"54189",7
"54190",7
"54191",7
"54192",7
"54193",7
"54194",6
"54195",7
"54196",7
"54197",5
"54198",7
"54199",6
"54200",11
"54201",7
"54202",7
"54203",4
"54204",7
"54205",7
"54206",6
"54207",4
"54208",7
"54209",7
"54210",11
"54211",7
"54212",7
"54213",7
"54214",7
"54215",3
"54216",7
"54217",7
"54218",7
"54219",7
"54220",7
"54221",7
"54222",7
"54223",7
"54224",7
"54225",11
"54226",3
"54227",7
"54228",6
"54229",5
"54230",6
"54231",11
"54232",7
"54233",3
"54234",7
"54235",6
"54236",7
"54237",11
"54238",7
"54239",7
"54240",11
"54241",3
"54242",5
"54243",1
"54244",3
"54245",5
"54246",9
"54247",9
"54248",8
"54249",8
"54250",7
"54251",7
"54252",7
"54253",6
"54254",8
"54255",5
"54256",1
"54257",5
"54258",7
"54259",2
"54260",4
"54261",9
"54262",8
"54263",6
"54264",2
"54265",5
"54266",8
"54267",7
"54268",9
"54269",8
"54270",10
"54271",9
"54272",9
"54273",6
"54274",11
"54275",7
"54276",11
"54277",2
"54278",11
"54279",7
"54280",10
"54281",7
"54282",8
"54283",6
"54284",9
"54285",10
"54286",3
"54287",7
"54288",8
"54289",8
"54290",11
"54291",7
"54292",6
"54293",2
"54294",11
"54295",1
"54296",5
"54297",11
"54298",7
"54299",5
"54300",1
"54301",5
"54302",9
"54303",9
"54304",9
"54305",4
"54306",11
"54307",5
"54308",11
"54309",9
"54310",9
"54311",5
"54312",11
"54313",5
"54314",9
"54315",8
"54316",4
"54317",4
"54318",3
"54319",6
"54320",1
"54321",6
"54322",10
"54323",5
"54324",6
"54325",5
"54326",2
"54327",2
"54328",7
"54329",5
"54330",9
"54331",9
"54332",6
"54333",3
"54334",1
"54335",9
"54336",5
"54337",7
"54338",5
"54339",5
"54340",6
"54341",1
"54342",8
"54343",5
"54344",3
"54345",4
"54346",3
"54347",2
"54348",2
"54349",8
"54350",8
"54351",7
"54352",7
"54353",10
"54354",9
"54355",10
"54356",5
"54357",3
"54358",7
"54359",3
"54360",10
"54361",9
"54362",3
"54363",11
"54364",10
"54365",5
"54366",4
"54367",7
"54368",2
"54369",1
"54370",7
"54371",7
"54372",5
"54373",5
"54374",5
"54375",3
"54376",4
"54377",6
"54378",5
"54379",9
"54380",10
"54381",5
"54382",3
"54383",10
"54384",5
"54385",4
"54386",5
"54387",5
"54388",7
"54389",5
"54390",10
"54391",7
"54392",9
"54393",9
"54394",4
"54395",5
"54396",7
"54397",10
"54398",5
"54399",3
"54400",2
"54401",6
"54402",2
"54403",10
"54404",4
"54405",4
"54406",11
"54407",10
"54408",5
"54409",10
"54410",3
"54411",7
"54412",4
"54413",5
"54414",5
"54415",4
"54416",1
"54417",5
"54418",7
"54419",7
"54420",9
"54421",2
"54422",6
"54423",5
"54424",7
"54425",4
"54426",8
"54427",3
"54428",5
"54429",5
"54430",10
"54431",10
"54432",5
"54433",4
"54434",7
"54435",10
"54436",5
"54437",9
"54438",6
"54439",4
"54440",11
"54441",6
"54442",9
"54443",9
"54444",7
"54445",11
"54446",3
"54447",5
"54448",6
"54449",4
"54450",8
"54451",7
"54452",4
"54453",7
"54454",4
"54455",7
"54456",8
"54457",5
"54458",9
"54459",5
"54460",5
"54461",4
"54462",4
"54463",5
"54464",9
"54465",9
"54466",5
"54467",8
"54468",11
"54469",5
"54470",5
"54471",11
"54472",7
"54473",7
"54474",3
"54475",5
"54476",3
"54477",11
"54478",4
"54479",11
"54480",5
"54481",6
"54482",11
"54483",1
"54484",3
"54485",9
"54486",9
"54487",6
"54488",5
"54489",11
"54490",5
"54491",5
"54492",8
"54493",5
"54494",5
"54495",11
"54496",5
"54497",7
"54498",5
"54499",8
"54500",1
"54501",10
"54502",4
"54503",6
"54504",6
"54505",7
"54506",4
"54507",3
"54508",5
"54509",4
"54510",6
"54511",10
"54512",10
"54513",7
"54514",5
"54515",7
"54516",3
"54517",11
"54518",11
"54519",11
"54520",5
"54521",9
"54522",11
"54523",7
"54524",4
"54525",3
"54526",11
"54527",3
"54528",4
"54529",5
"54530",7
"54531",3
"54532",7
"54533",5
"54534",3
"54535",9
"54536",3
"54537",9
"54538",4
"54539",7
"54540",7
"54541",4
"54542",7
"54543",3
"54544",5
"54545",6
"54546",7
"54547",4
"54548",11
"54549",5
"54550",10
"54551",4
"54552",8
"54553",3
"54554",9
"54555",9
"54556",5
"54557",11
"54558",6
"54559",6
"54560",6
"54561",7
"54562",4
"54563",10
"54564",9
"54565",7
"54566",5
"54567",7
"54568",3
"54569",4
"54570",5
"54571",4
"54572",8
"54573",2
"54574",10
"54575",3
"54576",11
"54577",10
"54578",10
"54579",2
"54580",3
"54581",10
"54582",8
"54583",10
"54584",5
"54585",7
"54586",1
"54587",2
"54588",5
"54589",8
"54590",6
"54591",10
"54592",2
"54593",11
"54594",5
"54595",6
"54596",4
"54597",2
"54598",2
"54599",3
"54600",9
"54601",5
"54602",8
"54603",10
"54604",9
"54605",9
"54606",6
"54607",6
"54608",3
"54609",1
"54610",9
"54611",3
"54612",2
"54613",10
"54614",3
"54615",6
"54616",2
"54617",2
"54618",10
"54619",2
"54620",10
"54621",10
"54622",2
"54623",2
"54624",9
"54625",9
"54626",7
"54627",9
"54628",2
"54629",3
"54630",5
"54631",5
"54632",6
"54633",2
"54634",11
"54635",2
"54636",9
"54637",10
"54638",10
"54639",2
"54640",10
"54641",3
"54642",9
"54643",7
"54644",2
"54645",2
"54646",2
"54647",2
"54648",2
"54649",2
"54650",2
"54651",6
"54652",9
"54653",7
"54654",6
"54655",9
"54656",2
"54657",6
"54658",3
"54659",3
"54660",6
"54661",6
"54662",3
"54663",7
"54664",2
"54665",11
"54666",8
"54667",5
"54668",8
"54669",6
"54670",2
"54671",3
"54672",8
"54673",11
"54674",2
"54675",11
"54676",3
"54677",2
"54678",3
"54679",1
"54680",2
"54681",2
"54682",6
"54683",8
"54684",5
"54685",6
"54686",8
"54687",2
"54688",3
"54689",3
"54690",8
"54691",11
"54692",1
"54693",3
"54694",6
"54695",1
"54696",5
"54697",6
"54698",1
"54699",11
"54700",11
"54701",8
"54702",8
"54703",3
"54704",1
"54705",7
"54706",3
"54707",7
"54708",3
"54709",2
"54710",10
"54711",11
"54712",9
"54713",1
"54714",11
"54715",10
"54716",2
"54717",8
"54718",2
"54719",6
"54720",10
"54721",2
"54722",9
"54723",2
"54724",9
"54725",9
"54726",3
"54727",2
"54728",2
"54729",3
"54730",2
"54731",11
"54732",3
"54733",5
"54734",1
"54735",11
"54736",3
"54737",5
"54738",5
"54739",10
"54740",3
"54741",8
"54742",6
"54743",3
"54744",3
"54745",10
"54746",5
"54747",3
"54748",2
"54749",10
"54750",6
"54751",3
"54752",3
"54753",6
"54754",2
"54755",7
"54756",7
"54757",7
"54758",7
"54759",2
"54760",2
"54761",2
"54762",7
"54763",2
"54764",10
"54765",10
"54766",2
"54767",7
"54768",2
"54769",10
"54770",2
"54771",2
"54772",2
"54773",9
"54774",2
"54775",2
"54776",2
"54777",2
"54778",2
"54779",2
"54780",2
"54781",2
"54782",2
"54783",2
"54784",2
"54785",2
"54786",2
"54787",2
"54788",2
"54789",2
"54790",2
"54791",2
"54792",2
"54793",7
"54794",7
"54795",2
"54796",2
"54797",2
"54798",2
"54799",2
"54800",2
"54801",2
"54802",2
"54803",2
"54804",7
"54805",7
"54806",2
"54807",2
"54808",2
"54809",2
"54810",2
"54811",2
"54812",9
"54813",2
"54814",7
"54815",7
"54816",9
"54817",2
"54818",2
"54819",2
"54820",2
"54821",5
"54822",2
"54823",2
"54824",11
"54825",9
"54826",2
"54827",2
"54828",10
"54829",8
"54830",2
"54831",8
"54832",11
"54833",3
"54834",8
"54835",11
"54836",5
"54837",8
"54838",5
"54839",10
"54840",5
"54841",5
"54842",5
"54843",5
"54844",5
"54845",11
"54846",5
"54847",6
"54848",3
"54849",8
"54850",3
"54851",6
"54852",6
"54853",2
"54854",2
"54855",2
"54856",2
"54857",2
"54858",2
"54859",2
"54860",2
"54861",2
"54862",2
"54863",2
"54864",2
"54865",2
"54866",2
"54867",2
"54868",2
"54869",2
"54870",2
"54871",2
"54872",2
"54873",2
"54874",2
"54875",2
"54876",2
"54877",2
"54878",2
"54879",2
"54880",2
"54881",2
"54882",2
"54883",2
"54884",2
"54885",2
"54886",2
"54887",2
"54888",2
"54889",2
"54890",2
"54891",2
"54892",2
"54893",2
"54894",2
"54895",2
"54896",2
"54897",2
"54898",2
"54899",2
"54900",2
"54901",10
"54902",3
"54903",8
"54904",9
"54905",3
"54906",10
"54907",3
"54908",3
"54909",9
"54910",3
"54911",10
"54912",10
"54913",2
"54914",11
"54915",11
"54916",10
"54917",11
"54918",3
"54919",3
"54920",11
"54921",3
"54922",3
"54923",3
"54924",11
"54925",10
"54926",2
"54927",10
"54928",9
"54929",2
"54930",9
"54931",2
"54932",2
"54933",1
"54934",2
"54935",2
"54936",6
"54937",2
"54938",2
"54939",9
"54940",10
"54941",2
"54942",2
"54943",7
"54944",10
"54945",2
"54946",2
"54947",2
"54948",2
"54949",2
"54950",2
"54951",4
"54952",2
"54953",2
"54954",9
"54955",2
"54956",6
"54957",6
"54958",10
"54959",2
"54960",2
"54961",10
"54962",2
"54963",9
"54964",2
"54965",10
"54966",1
"54967",3
"54968",10
"54969",9
"54970",6
"54971",6
"54972",4
"54973",7
"54974",5
"54975",9
"54976",5
"54977",5
"54978",7
"54979",5
"54980",4
"54981",7
"54982",4
"54983",4
"54984",7
"54985",7
"54986",8
"54987",9
"54988",4
"54989",5
"54990",10
"54991",5
"54992",7
"54993",9
"54994",9
"54995",10
"54996",9
"54997",4
"54998",5
"54999",9
"55000",7
"55001",7
"55002",7
"55003",5
"55004",10
"55005",5
"55006",10
"55007",5
"55008",11
"55009",5
"55010",7
"55011",5
"55012",7
"55013",7
"55014",7
"55015",5
"55016",9
"55017",7
"55018",10
"55019",10
"55020",10
"55021",7
"55022",7
"55023",10
"55024",7
"55025",5
"55026",5
"55027",5
"55028",2
"55029",9
"55030",5
"55031",5
"55032",7
"55033",10
"55034",5
"55035",9
"55036",10
"55037",5
"55038",7
"55039",2
"55040",5
"55041",5
"55042",1
"55043",2
"55044",7
"55045",5
"55046",10
"55047",1
"55048",2
"55049",5
"55050",2
"55051",9
"55052",9
"55053",9
"55054",9
"55055",5
"55056",4
"55057",11
"55058",11
"55059",4
"55060",4
"55061",4
"55062",4
"55063",4
"55064",9
"55065",3
"55066",3
"55067",4
"55068",4
"55069",6
"55070",4
"55071",4
"55072",4
"55073",9
"55074",4
"55075",4
"55076",6
"55077",4
"55078",11
"55079",4
"55080",9
"55081",11
"55082",6
"55083",11
"55084",5
"55085",4
"55086",4
"55087",4
"55088",9
"55089",4
"55090",8
"55091",11
"55092",3
"55093",4
"55094",7
"55095",9
"55096",3
"55097",4
"55098",11
"55099",4
"55100",5
"55101",9
"55102",2
"55103",1
"55104",1
"55105",4
"55106",8
"55107",2
"55108",6
"55109",7
"55110",3
"55111",1
"55112",3
"55113",7
"55114",4
"55115",5
"55116",1
"55117",11
"55118",1
"55119",8
"55120",8
"55121",4
"55122",3
"55123",4
"55124",4
"55125",4
"55126",4
"55127",7
"55128",2
"55129",5
"55130",8
"55131",6
"55132",6
"55133",1
"55134",1
"55135",8
"55136",6
"55137",1
"55138",1
"55139",1
"55140",2
"55141",1
"55142",4
"55143",5
"55144",1
"55145",1
"55146",2
"55147",4
"55148",4
"55149",4
"55150",3
"55151",7
"55152",5
"55153",1
"55154",6
"55155",7
"55156",8
"55157",8
"55158",6
"55159",11
"55160",4
"55161",9
"55162",11
"55163",10
"55164",3
"55165",4
"55166",4
"55167",2
"55168",4
"55169",4
"55170",4
"55171",7
"55172",8
"55173",2
"55174",4
"55175",4
"55176",4
"55177",4
"55178",4
"55179",4
"55180",2
"55181",4
"55182",4
"55183",4
"55184",7
"55185",10
"55186",3
"55187",7
"55188",5
"55189",10
"55190",1
"55191",10
"55192",10
"55193",4
"55194",4
"55195",7
"55196",3
"55197",4
"55198",3
"55199",9
"55200",3
"55201",9
"55202",4
"55203",4
"55204",7
"55205",4
"55206",7
"55207",8
"55208",3
"55209",7
"55210",4
"55211",6
"55212",7
"55213",9
"55214",6
"55215",4
"55216",6
"55217",4
"55218",11
"55219",6
"55220",4
"55221",7
"55222",7
"55223",9
"55224",9
"55225",6
"55226",9
"55227",7
"55228",9
"55229",6
"55230",6
"55231",11
"55232",6
"55233",11
"55234",8
"55235",9
"55236",1
"55237",10
"55238",8
"55239",7
"55240",10
"55241",9
"55242",4
"55243",9
"55244",7
"55245",7
"55246",4
"55247",6
"55248",5
"55249",6
"55250",9
"55251",11
"55252",2
"55253",9
"55254",3
"55255",7
"55256",3
"55257",4
"55258",3
"55259",3
"55260",4
"55261",6
"55262",10
"55263",3
"55264",11
"55265",2
"55266",4
"55267",9
"55268",6
"55269",6
"55270",3
"55271",6
"55272",9
"55273",8
"55274",3
"55275",11
"55276",4
"55277",4
"55278",4
"55279",3
"55280",4
"55281",11
"55282",7
"55283",7
"55284",6
"55285",8
"55286",11
"55287",11
"55288",4
"55289",10
"55290",4
"55291",3
"55292",7
"55293",7
"55294",11
"55295",9
"55296",6
"55297",11
"55298",10
"55299",6
"55300",9
"55301",10
"55302",9
"55303",11
"55304",7
"55305",10
"55306",11
"55307",9
"55308",7
"55309",3
"55310",6
"55311",9
"55312",3
"55313",3
"55314",4
"55315",11
"55316",9
"55317",7
"55318",4
"55319",3
"55320",3
"55321",4
"55322",9
"55323",11
"55324",7
"55325",4
"55326",4
"55327",4
"55328",6
"55329",8
"55330",11
"55331",4
"55332",9
"55333",7
"55334",4
"55335",9
"55336",6
"55337",6
"55338",11
"55339",4
"55340",8
"55341",3
"55342",4
"55343",4
"55344",2
"55345",10
"55346",4
"55347",4
"55348",7
"55349",11
"55350",9
"55351",10
"55352",4
"55353",6
"55354",4
"55355",4
"55356",9
"55357",11
"55358",3
"55359",7
"55360",4
"55361",11
"55362",3
"55363",3
"55364",3
"55365",4
"55366",4
"55367",10
"55368",11
"55369",11
"55370",3
"55371",10
"55372",7
"55373",11
"55374",11
"55375",11
"55376",7
"55377",4
"55378",4
"55379",11
"55380",11
"55381",6
"55382",7
"55383",6
"55384",11
"55385",7
"55386",4
"55387",11
"55388",6
"55389",8
"55390",10
"55391",9
"55392",8
"55393",9
"55394",4
"55395",3
"55396",11
"55397",4
"55398",3
"55399",7
"55400",4
"55401",6
"55402",4
"55403",7
"55404",11
"55405",11
"55406",4
"55407",4
"55408",10
"55409",3
"55410",4
"55411",11
"55412",10
"55413",6
"55414",6
"55415",7
"55416",6
"55417",7
"55418",6
"55419",7
"55420",11
"55421",9
"55422",9
"55423",9
"55424",6
"55425",6
"55426",9
"55427",3
"55428",4
"55429",2
"55430",4
"55431",11
"55432",11
"55433",7
"55434",6
"55435",11
"55436",7
"55437",6
"55438",7
"55439",11
"55440",3
"55441",6
"55442",9
"55443",11
"55444",6
"55445",11
"55446",7
"55447",3
"55448",4
"55449",11
"55450",11
"55451",6
"55452",3
"55453",3
"55454",9
"55455",3
"55456",9
"55457",3
"55458",6
"55459",3
"55460",6
"55461",10
"55462",5
"55463",11
"55464",3
"55465",3
"55466",3
"55467",2
"55468",3
"55469",3
"55470",6
"55471",3
"55472",11
"55473",2
"55474",11
"55475",3
"55476",9
"55477",6
"55478",6
"55479",3
"55480",10
"55481",10
"55482",4
"55483",2
"55484",7
"55485",10
"55486",5
"55487",2
"55488",5
"55489",5
"55490",9
"55491",7
"55492",2
"55493",7
"55494",9
"55495",2
"55496",2
"55497",2
"55498",2
"55499",2
"55500",2
"55501",7
"55502",2
"55503",2
"55504",2
"55505",2
"55506",2
"55507",2
"55508",7
"55509",2
"55510",2
"55511",7
"55512",2
"55513",2
"55514",2
"55515",2
"55516",7
"55517",2
"55518",5
"55519",7
"55520",2
"55521",2
"55522",2
"55523",2
"55524",5
"55525",2
"55526",2
"55527",9
"55528",2
"55529",2
"55530",2
"55531",2
"55532",7
"55533",9
"55534",6
"55535",10
"55536",2
"55537",10
"55538",7
"55539",2
"55540",9
"55541",7
"55542",2
"55543",2
"55544",2
"55545",9
"55546",9
"55547",6
"55548",7
"55549",6
"55550",2
"55551",2
"55552",2
"55553",2
"55554",2
"55555",6
"55556",10
"55557",2
"55558",2
"55559",2
"55560",2
"55561",2
"55562",10
"55563",2
"55564",10
"55565",10
"55566",2
"55567",7
"55568",2
"55569",2
"55570",2
"55571",2
"55572",7
"55573",7
"55574",2
"55575",2
"55576",7
"55577",2
"55578",2
"55579",2
"55580",2
"55581",2
"55582",2
"55583",2
"55584",2
"55585",7
"55586",2
"55587",2
"55588",2
"55589",2
"55590",2
"55591",2
"55592",2
"55593",7
"55594",2
"55595",2
"55596",2
"55597",2
"55598",2
"55599",2
"55600",2
"55601",2
"55602",2
"55603",2
"55604",2
"55605",2
"55606",2
"55607",2
"55608",7
"55609",2
"55610",2
"55611",7
"55612",2
"55613",2
"55614",2
"55615",2
"55616",2
"55617",6
"55618",6
"55619",6
"55620",6
"55621",7
"55622",11
"55623",7
"55624",3
"55625",11
"55626",4
"55627",6
"55628",6
"55629",6
"55630",7
"55631",9
"55632",3
"55633",9
"55634",11
"55635",11
"55636",1
"55637",2
"55638",5
"55639",2
"55640",2
"55641",2
"55642",2
"55643",2
"55644",2
"55645",2
"55646",2
"55647",2
"55648",2
"55649",2
"55650",2
"55651",2
"55652",2
"55653",9
"55654",2
"55655",1
"55656",6
"55657",10
"55658",4
"55659",11
"55660",7
"55661",10
"55662",7
"55663",7
"55664",9
"55665",3
"55666",9
"55667",7
"55668",7
"55669",11
"55670",9
"55671",9
"55672",9
"55673",11
"55674",4
"55675",5
"55676",3
"55677",3
"55678",9
"55679",7
"55680",5
"55681",4
"55682",7
"55683",5
"55684",11
"55685",7
"55686",9
"55687",7
"55688",7
"55689",10
"55690",10
"55691",8
"55692",10
"55693",2
"55694",4
"55695",2
"55696",2
"55697",9
"55698",10
"55699",10
"55700",9
"55701",10
"55702",10
"55703",4
"55704",2
"55705",10
"55706",2
"55707",1
"55708",10
"55709",3
"55710",7
"55711",5
"55712",6
"55713",9
"55714",1
"55715",9
"55716",3
"55717",10
"55718",5
"55719",8
"55720",4
"55721",8
"55722",10
"55723",10
"55724",4
"55725",9
"55726",4
"55727",8
"55728",4
"55729",4
"55730",3
"55731",5
"55732",6
"55733",8
"55734",11
"55735",9
"55736",4
"55737",7
"55738",11
"55739",4
"55740",8
"55741",11
"55742",4
"55743",5
"55744",3
"55745",4
"55746",3
"55747",4
"55748",7
"55749",9
"55750",5
"55751",4
"55752",10
"55753",11
"55754",4
"55755",7
"55756",9
"55757",4
"55758",4
"55759",8
"55760",4
"55761",11
"55762",4
"55763",9
"55764",4
"55765",9
"55766",1
"55767",4
"55768",6
"55769",8
"55770",3
"55771",6
"55772",6
"55773",4
"55774",4
"55775",3
"55776",4
"55777",3
"55778",3
"55779",11
"55780",3
"55781",9
"55782",7
"55783",6
"55784",1
"55785",3
"55786",4
"55787",4
"55788",8
"55789",3
"55790",3
"55791",4
"55792",3
"55793",4
"55794",4
"55795",6
"55796",4
"55797",2
"55798",10
"55799",7
"55800",4
"55801",7
"55802",3
"55803",4
"55804",3
"55805",4
"55806",8
"55807",7
"55808",4
"55809",6
"55810",2
"55811",4
"55812",4
"55813",7
"55814",6
"55815",3
"55816",3
"55817",4
"55818",9
"55819",3
"55820",6
"55821",8
"55822",5
"55823",4
"55824",4
"55825",9
"55826",5
"55827",3
"55828",4
"55829",8
"55830",9
"55831",9
"55832",6
"55833",4
"55834",7
"55835",3
"55836",6
"55837",2
"55838",4
"55839",3
"55840",8
"55841",9
"55842",3
"55843",3
"55844",7
"55845",4
"55846",6
"55847",11
"55848",4
"55849",8
"55850",9
"55851",8
"55852",3
"55853",11
"55854",4
"55855",6
"55856",11
"55857",3
"55858",4
"55859",4
"55860",9
"55861",4
"55862",6
"55863",2
"55864",6
"55865",4
"55866",8
"55867",4
"55868",9
"55869",3
"55870",6
"55871",8
"55872",1
"55873",8
"55874",3
"55875",6
"55876",3
"55877",4
"55878",4
"55879",7
"55880",8
"55881",4
"55882",8
"55883",3
"55884",4
"55885",4
"55886",8
"55887",4
"55888",7
"55889",4
"55890",4
"55891",4
"55892",7
"55893",2
"55894",6
"55895",3
"55896",3
"55897",4
"55898",5
"55899",1
"55900",4
"55901",9
"55902",8
"55903",8
"55904",3
"55905",10
"55906",4
"55907",4
"55908",4
"55909",6
"55910",9
"55911",1
"55912",6
"55913",11
"55914",5
"55915",8
"55916",8
"55917",9
"55918",4
"55919",4
"55920",4
"55921",3
"55922",6
"55923",10
"55924",7
"55925",3
"55926",7
"55927",9
"55928",5
"55929",9
"55930",6
"55931",7
"55932",6
"55933",3
"55934",9
"55935",5
"55936",9
"55937",2
"55938",11
"55939",6
"55940",6
"55941",1
"55942",1
"55943",1
"55944",1
"55945",1
"55946",1
"55947",1
"55948",1
"55949",1
"55950",1
"55951",1
"55952",1
"55953",1
"55954",1
"55955",1
"55956",1
"55957",1
"55958",1
"55959",1
"55960",1
"55961",1
"55962",1
"55963",1
"55964",1
"55965",1
"55966",1
"55967",1
"55968",1
"55969",1
"55970",1
"55971",1
"55972",1
"55973",1
"55974",1
"55975",1
"55976",1
"55977",1
"55978",1
"55979",1
"55980",1
"55981",1
"55982",1
"55983",1
"55984",1
"55985",1
"55986",1
"55987",1
"55988",1
"55989",1
"55990",1
"55991",1
"55992",1
"55993",1
"55994",1
